Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
PC,2005,Role-Playing,Other,0.01,0.04,0,0.01,0.06
X360,2014,Racing,Other,0.03,0.02,0,0.01,0.06
Other,2015,Role-Playing,Other,0.01,0.01,0.04,0.01,0.06
Other,2015,Role-Playing,Other,0,0.05,0,0.01,0.06
PS2,2008,Fighting,Other,0.03,0.02,0,0.01,0.06
PC,2008,Action,Other,0.02,0.03,0,0.01,0.06
PS2,2008,Adventure,Other,0.03,0.02,0,0.01,0.06
PS2,2003,Misc,Other,0.03,0.02,0,0.01,0.06
PSP,2008,Adventure,Other,0,0,0.06,0,0.06
Other,2005,Fighting,Namco Bandai Games,0.05,0.01,0,0,0.06
Other,2014,Action,Activision,0.04,0.01,0,0.01,0.06
XB,2003,Sports,Other,0.05,0.01,0,0,0.06
PS,2001,Sports,Other,0.03,0.02,0,0,0.06
PS2,2001,Action,Other,0,0,0.06,0,0.06
PS2,2009,Sports,Other,0.03,0.02,0,0.01,0.06
X360,2011,Racing,Activision,0.05,0.01,0,0,0.06
Other,2015,Shooter,Other,0.03,0.02,0,0.01,0.06
DS,2010,Action,Other,0.06,0,0,0,0.06
GBA,2005,Action,Konami Digital Entertainment,0.04,0.02,0,0,0.06
GBA,2002,Puzzle,Other,0.04,0.02,0,0,0.06
Wii,2010,Racing,Other,0.04,0.02,0,0.01,0.06
Wii,2010,Fighting,Other,0,0,0.06,0,0.06
PS3,2012,Action,Sega,0,0,0.06,0,0.06
Other,1995,Adventure,Other,0,0,0.06,0,0.06
PS2,2006,Adventure,Other,0,0,0.06,0,0.06
Other,2011,Action,Other,0,0,0.06,0,0.06
XB,2005,Action,Ubisoft,0.05,0.01,0,0,0.06
DS,2008,Simulation,Ubisoft,0.05,0.01,0,0,0.06
PSP,2010,Misc,Other,0,0,0.06,0,0.06
DS,2009,Puzzle,Other,0.06,0,0,0,0.06
DS,2009,Strategy,Sega,0,0,0.06,0,0.06
Other,2016,Role-Playing,Other,0.02,0.04,0,0.01,0.06
DS,2007,Action,Other,0.06,0,0,0,0.06
PS3,2016,Action,Other,0,0,0.06,0,0.06
Wii,2008,Racing,Other,0.06,0,0,0,0.06
PS2,2008,Action,Namco Bandai Games,0,0,0.06,0,0.06
DS,2009,Simulation,Ubisoft,0.06,0,0,0,0.06
Other,2014,Action,Namco Bandai Games,0,0,0.06,0,0.06
DS,2007,Simulation,Electronic Arts,0,0.02,0.03,0,0.06
XB,2005,Adventure,Take-Two Interactive,0.05,0.01,0,0,0.06
XB,2003,Action,Other,0.05,0.01,0,0,0.06
PC,2010,Racing,Activision,0.01,0.04,0,0.01,0.06
PS3,2014,Strategy,Namco Bandai Games,0,0,0.06,0,0.06
PC,2011,Adventure,Other,0,0.05,0,0.01,0.06
PS2,2002,Action,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06
DS,2006,Misc,Other,0,0,0.06,0,0.06
DS,2008,Simulation,Konami Digital Entertainment,0,0,0.06,0,0.06
Other,1998,Racing,Other,0,0,0.06,0,0.06
GBA,2002,Sports,Ubisoft,0.04,0.02,0,0,0.06
X360,2011,Racing,Other,0,0.05,0,0.01,0.06
DS,2008,Puzzle,THQ,0.06,0,0,0,0.06
Wii,2007,Role-Playing,Sega,0.05,0,0,0,0.06
Other,2003,Platform,Other,0.05,0.01,0,0,0.06
Wii,2009,Action,Other,0.06,0,0,0,0.06
PSP,2010,Action,Namco Bandai Games,0,0,0.06,0,0.06
DS,2005,Role-Playing,Nintendo,0.06,0,0,0,0.06
Other,2016,Action,Other,0.02,0.03,0,0,0.06
Other,2003,Action,Ubisoft,0.05,0.01,0,0,0.06
Wii,2008,Adventure,Other,0.04,0.01,0,0,0.06
PC,2011,Role-Playing,Other,0.06,0,0,0,0.06
PC,2007,Shooter,Other,0,0.05,0,0.01,0.06
Other,2002,Sports,Konami Digital Entertainment,0.05,0.01,0,0,0.06
Other,2016,Action,Namco Bandai Games,0,0,0.06,0,0.06
DS,2008,Role-Playing,Namco Bandai Games,0,0,0.06,0,0.06
DS,N/A,Simulation,Other,0,0,0.06,0,0.06
PS2,2011,Action,Konami Digital Entertainment,0,0,0.06,0,0.06
Wii,2009,Adventure,Ubisoft,0.05,0.01,0,0,0.06
XB,2004,Shooter,Other,0.05,0.01,0,0,0.06
DS,2007,Puzzle,Other,0.06,0,0,0,0.06
PC,2005,Shooter,Activision,0,0.05,0,0.01,0.06
DS,2009,Shooter,Other,0.05,0,0,0,0.06
PSP,2012,Action,Namco Bandai Games,0,0,0.06,0,0.06
Wii,2010,Racing,Other,0.06,0,0,0,0.06
Other,2015,Role-Playing,Other,0,0,0.06,0,0.06
Other,2016,Role-Playing,Other,0,0,0.06,0,0.06
XB,2005,Shooter,Take-Two Interactive,0.05,0.01,0,0,0.06
Other,1999,Adventure,Namco Bandai Games,0,0,0.06,0,0.06
Other,2016,Action,Other,0.05,0,0,0.01,0.06
Other,2012,Fighting,Take-Two Interactive,0.06,0,0,0,0.06
X360,2014,Fighting,Namco Bandai Games,0.05,0.01,0,0.01,0.06
Other,2014,Role-Playing,Other,0,0,0.06,0,0.06
X360,2011,Racing,Other,0,0.05,0,0.01,0.06
X360,2007,Sports,Other,0.06,0,0,0,0.06
PC,2011,Action,Other,0.04,0.02,0,0.01,0.06
PS2,2003,Misc,Ubisoft,0.03,0.02,0,0.01,0.06
PS3,2011,Action,Sony Computer Entertainment,0,0,0.06,0,0.06
DS,2011,Misc,Nintendo,0,0,0.06,0,0.06
DS,2007,Misc,Activision,0.05,0,0,0,0.06
PS,1996,Sports,Other,0.03,0.02,0,0,0.06
DS,2010,Simulation,Other,0.06,0,0,0,0.06
DS,2010,Simulation,Other,0.06,0,0,0,0.06
PS2,2008,Adventure,Other,0,0,0.06,0,0.06
PC,2007,Role-Playing,Other,0,0.05,0,0.01,0.06
Other,1998,Sports,Other,0.05,0.01,0,0,0.06
Other,1998,Puzzle,Other,0.05,0.01,0,0,0.06
Other,1998,Shooter,Other,0.05,0.01,0,0,0.06
Other,1999,Racing,Other,0.05,0.01,0,0,0.06
Other,1999,Sports,THQ,0.05,0.01,0,0,0.06
Other,1998,Sports,Other,0.05,0.01,0,0,0.06
Other,2000,Sports,Electronic Arts,0.05,0.01,0,0,0.06
Other,2000,Racing,Other,0.05,0.01,0,0,0.06
Other,1998,Racing,THQ,0.05,0.01,0,0,0.06
Other,1998,Racing,Ubisoft,0.05,0.01,0,0,0.06
Wii,2009,Adventure,Nintendo,0,0.03,0.03,0,0.06
Other,1998,Misc,Other,0.05,0.01,0,0,0.06
Other,1997,Fighting,Other,0,0,0.06,0,0.06
Other,2002,Puzzle,Ubisoft,0.05,0.01,0,0,0.06
Other,2015,Role-Playing,Other,0,0,0.06,0,0.06
PSP,N/A,Action,Other,0.06,0,0,0,0.06
PSP,2007,Shooter,Konami Digital Entertainment,0.05,0,0,0.01,0.06
DS,2007,Adventure,Other,0.06,0,0,0,0.06
Other,2012,Action,Namco Bandai Games,0,0,0.06,0,0.06
PC,2009,Shooter,Namco Bandai Games,0,0.05,0,0.01,0.06
XB,2004,Racing,Other,0.04,0.01,0,0,0.06
GBA,2005,Racing,Other,0.04,0.02,0,0,0.06
Other,2015,Action,Other,0,0,0.06,0,0.06
DS,2007,Platform,Other,0.05,0.01,0,0,0.06
DS,2008,Puzzle,Other,0.06,0,0,0,0.06
DS,2009,Misc,Other,0.06,0,0,0,0.06
PC,2010,Adventure,Other,0,0.05,0,0.01,0.06
DS,2009,Sports,Other,0.06,0,0,0,0.06
Wii,2011,Puzzle,Other,0.06,0,0,0,0.06
PC,2010,Action,Electronic Arts,0.04,0.01,0,0.01,0.06
DS,2008,Sports,Take-Two Interactive,0.06,0,0,0,0.06
PS2,N/A,Shooter,Other,0.03,0.02,0,0.01,0.06
PSP,2010,Sports,Konami Digital Entertainment,0,0,0.06,0,0.06
PS,1999,Racing,Other,0.03,0.02,0,0,0.06
PSP,2006,Sports,Other,0.06,0,0,0,0.06
DS,2008,Sports,Activision,0.06,0,0,0,0.06
Other,1994,Sports,Sega,0,0,0.06,0,0.06
Other,2013,Role-Playing,Namco Bandai Games,0,0,0.06,0,0.06
PS3,2015,Sports,Activision,0.05,0,0,0.01,0.06
DS,2007,Fighting,Other,0.06,0,0,0,0.06
PS2,2006,Shooter,Other,0.03,0.02,0,0.01,0.06
PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0,0.01,0.06
Wii,2008,Puzzle,Ubisoft,0.05,0,0,0,0.06
GBA,2004,Sports,Other,0.04,0.02,0,0,0.06
GBA,2002,Fighting,Other,0.04,0.02,0,0,0.06
PSP,2008,Fighting,Other,0,0,0.06,0,0.06
DS,2009,Misc,Other,0,0,0.06,0,0.06
PSP,2007,Role-Playing,Other,0.05,0,0,0,0.06
DS,2008,Simulation,Other,0.06,0,0,0,0.06
GBA,2005,Racing,Other,0.04,0.02,0,0,0.06
Other,2016,Strategy,Nintendo,0,0,0.06,0,0.06
Other,2015,Action,Nintendo,0.04,0.02,0,0.01,0.06
PS2,2006,Misc,Other,0,0,0.06,0,0.06
PSP,2005,Sports,Konami Digital Entertainment,0.05,0,0,0,0.06
DS,2006,Strategy,Ubisoft,0.05,0.01,0,0,0.06
GBA,2003,Platform,THQ,0.04,0.02,0,0,0.06
PS2,2000,Sports,Other,0,0,0.06,0,0.06
PSP,2006,Action,Konami Digital Entertainment,0.05,0,0,0,0.06
XB,2004,Misc,Other,0.04,0.01,0,0,0.06
Other,1994,Role-Playing,Sega,0,0,0.06,0,0.06
PS2,2007,Sports,Namco Bandai Games,0,0,0.06,0,0.06
PSP,2010,Misc,Other,0,0,0.06,0,0.06
PS,2002,Sports,Namco Bandai Games,0.03,0.02,0,0,0.06
PS2,2009,Fighting,Other,0,0,0.06,0,0.06
Other,2014,Adventure,Namco Bandai Games,0,0,0.06,0,0.06
PS,1995,Puzzle,Other,0.03,0.02,0,0,0.06
GBA,2005,Action,Other,0.04,0.02,0,0,0.06
GBA,2002,Adventure,Other,0.04,0.02,0,0,0.06
Other,2003,Action,Other,0.05,0.01,0,0,0.06
Other,2016,Adventure,Other,0.05,0,0,0.01,0.06
Other,1995,Adventure,Other,0,0,0.06,0,0.06
Other,2002,Sports,Activision,0.05,0.01,0,0,0.06
PSP,2012,Simulation,Namco Bandai Games,0,0,0.06,0,0.06
PC,2003,Strategy,Other,0.03,0.02,0,0.01,0.06
PS2,2005,Action,Other,0.03,0.02,0,0.01,0.06
XB,2005,Sports,Take-Two Interactive,0.04,0.01,0,0,0.06
Other,2014,Role-Playing,Other,0,0,0.06,0,0.06
Other,2013,Shooter,Activision,0,0.06,0,0,0.06
Other,2013,Role-Playing,Other,0,0,0.06,0,0.06
Other,2014,Role-Playing,Namco Bandai Games,0,0,0.06,0,0.06
XB,2003,Strategy,Sega,0.04,0.01,0,0,0.06
DS,2009,Action,Other,0.04,0.01,0,0,0.06
Other,2016,Racing,Other,0.03,0.02,0,0.01,0.06
PSP,2005,Role-Playing,Other,0.05,0,0,0,0.06
PS2,2001,Shooter,Other,0.03,0.02,0,0.01,0.06
DS,2008,Adventure,Other,0.05,0,0,0,0.06
PC,2008,Role-Playing,Other,0,0.05,0,0.01,0.06
Wii,2010,Misc,Other,0.06,0,0,0,0.06
X360,2014,Action,Other,0,0.05,0,0,0.06
DS,2005,Action,Konami Digital Entertainment,0.05,0,0,0,0.06
PS2,2006,Action,Other,0,0,0.06,0,0.06
PS2,2004,Sports,Other,0.03,0.02,0,0.01,0.06
X360,2008,Action,Other,0.05,0,0,0,0.06
DS,2006,Misc,Nintendo,0,0,0.06,0,0.06
Other,2015,Adventure,Other,0,0,0.06,0,0.06
PC,2010,Sports,Konami Digital Entertainment,0,0.05,0,0.01,0.06
GBA,2004,Sports,Other,0.04,0.02,0,0,0.06
PC,1992,Strategy,Electronic Arts,0,0.05,0,0.01,0.06
XB,2004,Action,Other,0.04,0.01,0,0,0.06
PSP,2012,Action,Other,0,0,0.06,0,0.06
X360,2010,Shooter,Activision,0.05,0,0,0,0.06
DS,2008,Action,Namco Bandai Games,0,0,0.06,0,0.06
DS,2005,Puzzle,Other,0.05,0,0,0,0.06
DS,2006,Sports,Electronic Arts,0.05,0.01,0,0,0.06
DS,2008,Strategy,Namco Bandai Games,0,0,0.06,0,0.06
PS2,2006,Racing,Namco Bandai Games,0.03,0.02,0,0.01,0.06
DS,2010,Misc,Other,0.05,0,0,0,0.06
DS,2010,Strategy,Ubisoft,0.05,0,0,0,0.06
PS,1999,Action,Other,0.03,0.02,0,0,0.06
DS,2011,Simulation,THQ,0.05,0,0,0,0.06
Other,1995,Adventure,Konami Digital Entertainment,0,0,0.06,0,0.06
PSP,2012,Action,Namco Bandai Games,0,0,0.06,0,0.06
PS,1996,Fighting,Other,0.03,0.02,0,0,0.06
Other,1989,Puzzle,Other,0.06,0,0,0,0.06
DS,2010,Misc,Namco Bandai Games,0,0,0.06,0,0.06
PS3,2008,Action,Other,0.05,0,0,0,0.06
X360,2007,Shooter,Activision,0.05,0,0,0,0.06
PS3,2016,Fighting,Other,0.02,0.02,0.02,0.01,0.06
GBA,2004,Racing,Other,0.04,0.02,0,0,0.06
PS2,2010,Shooter,Sony Computer Entertainment,0.03,0.02,0,0.01,0.06
XB,2005,Simulation,Other,0.04,0.01,0,0,0.06
PS3,2011,Racing,Other,0.05,0,0,0.01,0.06
PS2,2008,Misc,Other,0,0,0.06,0,0.06
Other,2015,Action,Ubisoft,0.05,0,0,0.01,0.06
Other,1996,Simulation,Other,0,0,0.06,0,0.06
X360,2012,Shooter,Namco Bandai Games,0.03,0.02,0,0.01,0.06
PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.06,0,0.06
Other,1993,Platform,Konami Digital Entertainment,0,0,0.06,0,0.06
PC,2009,Racing,Electronic Arts,0,0.05,0,0.01,0.06
PSP,2006,Action,Other,0.05,0,0,0.01,0.06
Other,2015,Role-Playing,Other,0.01,0,0.05,0,0.06
PC,2004,Strategy,Other,0,0.05,0,0.01,0.06
PS,1997,Action,Konami Digital Entertainment,0.03,0.02,0,0,0.06
DS,2007,Puzzle,Other,0.05,0,0,0,0.06
DS,2010,Role-Playing,Other,0,0,0.06,0,0.06
X360,2009,Action,Other,0.05,0.01,0,0,0.06
XB,2002,Adventure,Ubisoft,0.04,0.01,0,0,0.06
PSP,2007,Fighting,Other,0,0,0.06,0,0.06
PS2,2006,Misc,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06
DS,2007,Fighting,Other,0,0,0.06,0,0.06
Wii,2010,Adventure,Other,0.05,0,0,0,0.06
Wii,2009,Action,Other,0.05,0,0,0,0.06
DS,2009,Puzzle,Other,0.06,0,0,0,0.06
DS,2008,Misc,Electronic Arts,0.05,0,0,0,0.06
DS,2008,Role-Playing,Other,0,0,0.06,0,0.06
PSP,2011,Adventure,Other,0,0,0.06,0,0.06
XB,2002,Action,Other,0.04,0.01,0,0,0.06
PS2,2006,Shooter,Other,0.03,0.02,0,0.01,0.06
PS2,2006,Shooter,Ubisoft,0.03,0.02,0,0.01,0.06
DS,2009,Misc,Other,0,0.05,0,0,0.06
Other,1991,Action,Konami Digital Entertainment,0,0,0.06,0,0.06
Wii,2010,Puzzle,Other,0.04,0.02,0,0,0.06
Other,2003,Action,Other,0.04,0.01,0,0,0.06
DS,2006,Puzzle,Konami Digital Entertainment,0.05,0,0,0,0.06
PS,1998,Fighting,Other,0,0,0.05,0,0.06
PSP,2009,Sports,Sony Computer Entertainment,0,0,0.06,0,0.06
XB,2004,Action,Electronic Arts,0.04,0.01,0,0,0.06
DS,2008,Simulation,Other,0.05,0,0,0,0.06
DS,2008,Sports,Other,0.04,0.02,0,0,0.06
Other,2014,Role-Playing,Other,0,0,0.06,0,0.06
X360,2012,Action,Other,0.03,0.02,0,0,0.06
Other,2016,Action,Namco Bandai Games,0,0,0.06,0,0.06
X360,2008,Action,Other,0.04,0,0.01,0,0.06
PS2,2007,Role-Playing,Other,0.03,0.02,0,0.01,0.06
Other,1998,Platform,Sega,0,0,0.06,0,0.06
Wii,N/A,Platform,Other,0.05,0,0,0,0.06
PC,2016,Fighting,Other,0,0.05,0,0,0.06
Other,2014,Action,Activision,0.03,0.02,0,0,0.06
DS,2010,Action,Other,0,0,0.06,0,0.06
PS3,2015,Action,Other,0,0,0.06,0,0.06
PS,1999,Sports,Other,0.03,0.02,0,0,0.06
GBA,2001,Role-Playing,Konami Digital Entertainment,0.04,0.02,0,0,0.06
PS,2000,Action,Other,0.03,0.02,0,0,0.06
Other,1992,Fighting,Konami Digital Entertainment,0,0,0.06,0,0.06
PS2,2002,Sports,Other,0,0,0.06,0,0.06
Other,2015,Sports,Other,0,0.05,0,0.01,0.06
PSP,2006,Action,Activision,0.05,0,0,0.01,0.06
GBA,2003,Action,Other,0.04,0.02,0,0,0.06
PSP,2006,Misc,Sega,0,0,0.06,0,0.06
PS2,2000,Sports,Other,0,0,0.06,0,0.06
DS,2007,Sports,Electronic Arts,0.05,0,0,0,0.06
X360,N/A,Simulation,Namco Bandai Games,0,0,0.06,0,0.06
XB,2005,Action,Other,0.04,0.01,0,0,0.06
Other,2006,Action,Ubisoft,0.04,0.01,0,0,0.06
PSP,2011,Role-Playing,Konami Digital Entertainment,0,0,0.06,0,0.06
DS,2009,Fighting,Other,0,0,0.06,0,0.06
DS,2010,Adventure,Konami Digital Entertainment,0.05,0,0,0,0.06
X360,2011,Adventure,Activision,0,0.05,0,0.01,0.06
Wii,2008,Fighting,Other,0.05,0,0,0,0.06
PC,2007,Shooter,THQ,0.01,0.04,0,0.01,0.06
DS,2005,Shooter,Other,0.05,0,0,0,0.06
DS,2007,Misc,Other,0,0,0.06,0,0.06
DS,2011,Misc,Other,0.05,0,0,0,0.06
PSP,2009,Action,Namco Bandai Games,0,0,0.06,0,0.06
PS2,2007,Fighting,Sony Computer Entertainment,0,0,0.06,0,0.06
PS2,2004,Action,Sega,0.03,0.02,0,0.01,0.06
PS,2001,Shooter,Other,0.03,0.02,0,0,0.06
PS2,2006,Action,Namco Bandai Games,0,0,0.06,0,0.06
X360,2014,Simulation,Other,0.03,0.02,0,0,0.06
DS,2006,Action,Konami Digital Entertainment,0.03,0.02,0,0,0.06
PS,1995,Fighting,Other,0.03,0.02,0,0,0.06
Other,2005,Sports,Electronic Arts,0.04,0.01,0,0,0.06
PS2,2001,Role-Playing,Sony Computer Entertainment,0.02,0.01,0.02,0,0.06
Other,2015,Sports,Ubisoft,0,0.05,0,0.01,0.06
DS,2008,Sports,Ubisoft,0.05,0,0,0,0.06
Other,2003,Role-Playing,Activision,0.04,0.01,0,0,0.06
Other,2002,Sports,Other,0.04,0.01,0,0,0.06
Other,2005,Action,Other,0.04,0.01,0,0,0.06
Other,2016,Action,Ubisoft,0,0.04,0.01,0.01,0.06
PSP,2006,Role-Playing,Other,0.05,0,0,0,0.06
PS3,2010,Adventure,Other,0.03,0,0.03,0.01,0.06
DS,2011,Action,Activision,0.05,0.01,0,0,0.06
DS,2007,Role-Playing,Other,0,0,0.06,0,0.06
PS3,2015,Sports,Ubisoft,0,0.05,0,0.01,0.06
PC,2005,Simulation,Electronic Arts,0.01,0.04,0,0.01,0.06
Wii,2010,Shooter,Other,0.03,0.02,0,0,0.06
PSP,2005,Role-Playing,Other,0.05,0,0,0,0.06
Other,2012,Sports,Konami Digital Entertainment,0,0,0.06,0,0.06
Wii,2009,Strategy,Namco Bandai Games,0,0,0.06,0,0.06
PS,1997,Adventure,Sony Computer Entertainment,0.03,0.02,0,0,0.06
PS2,2005,Misc,Other,0.03,0.02,0,0.01,0.06
Wii,2009,Sports,Other,0.04,0.01,0,0,0.06
PSP,2012,Action,Other,0,0,0.06,0,0.06
PS3,2014,Role-Playing,Other,0.03,0,0.02,0.01,0.06
Other,2002,Racing,Activision,0.04,0.01,0,0,0.06
Other,2012,Racing,Sony Computer Entertainment,0,0.04,0,0.01,0.06
PS2,2007,Misc,Other,0,0,0.06,0,0.06
PS2,2004,Racing,Other,0.03,0.02,0,0.01,0.06
XB,2002,Platform,Other,0.04,0.01,0,0,0.06
PC,2001,Action,Electronic Arts,0.01,0.04,0,0.01,0.06
Other,2012,Role-Playing,Other,0,0,0.06,0,0.06
XB,N/A,Shooter,Other,0.04,0.01,0,0,0.06
GBA,2005,Misc,Other,0.04,0.01,0,0,0.06
DS,2006,Action,Other,0.05,0,0,0,0.06
Other,2012,Adventure,Other,0,0,0.06,0,0.06
PC,2013,Action,Other,0,0.05,0,0,0.06
PSP,2013,Action,Namco Bandai Games,0,0,0.06,0,0.06
PS2,2010,Action,Other,0.03,0.02,0,0.01,0.06
Other,1995,Platform,Other,0,0,0.06,0,0.06
Other,1994,Adventure,Other,0,0,0.06,0,0.06
Other,2015,Misc,Sega,0,0,0.06,0,0.06
PSP,2011,Adventure,Other,0,0,0.06,0,0.06
PS,1996,Racing,Other,0.03,0.02,0,0,0.06
Wii,2010,Puzzle,Other,0,0.05,0,0,0.06
PS2,2000,Adventure,Other,0,0,0.06,0,0.06
DS,2007,Puzzle,Other,0.05,0,0,0,0.06
Other,2005,Simulation,Nintendo,0,0,0.05,0,0.06
DS,2008,Adventure,Konami Digital Entertainment,0.03,0.02,0,0,0.06
DS,2005,Sports,Electronic Arts,0.05,0,0,0,0.06
PS2,2000,Strategy,Other,0,0,0.06,0,0.06
DS,2007,Misc,Namco Bandai Games,0,0,0.06,0,0.06
GBA,2002,Racing,THQ,0.04,0.01,0,0,0.06
DS,2009,Simulation,Other,0.05,0,0,0,0.06
PS2,2002,Sports,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06
DS,2009,Sports,Konami Digital Entertainment,0,0,0.06,0,0.06
PS2,2008,Adventure,Other,0,0,0.06,0,0.06
X360,2011,Sports,Other,0,0.05,0,0.01,0.06
PS,2000,Adventure,Ubisoft,0.03,0.02,0,0,0.06
PS,1998,Racing,Other,0,0,0.05,0,0.06
XB,2006,Sports,Electronic Arts,0.04,0.01,0,0,0.06
Other,2016,Role-Playing,Other,0,0,0.06,0,0.06
GBA,2002,Action,Other,0.04,0.01,0,0,0.06
Other,2011,Strategy,Namco Bandai Games,0,0,0.06,0,0.06
DS,2009,Sports,Other,0.05,0,0,0,0.06
Other,2015,Sports,Other,0,0.05,0,0.01,0.06
Other,2011,Role-Playing,Other,0,0,0.06,0,0.06
GBA,2004,Puzzle,Other,0.04,0.01,0,0,0.06
DS,2009,Simulation,Other,0.05,0,0,0,0.06
Other,2015,Action,Other,0,0,0.06,0,0.06
X360,2013,Racing,Other,0.04,0.01,0,0.01,0.06
Other,1996,Fighting,Other,0,0,0.06,0,0.06
Other,2014,Strategy,Other,0,0,0.06,0,0.06
PS2,2005,Misc,Other,0.03,0.02,0,0.01,0.06
DS,2008,Simulation,Other,0,0,0.06,0,0.06
PS2,2007,Sports,Other,0.03,0.02,0,0.01,0.06
PC,2009,Action,Electronic Arts,0,0.05,0,0.01,0.06
Other,1995,Shooter,Other,0,0,0.06,0,0.06
PSP,2010,Simulation,Other,0,0,0.06,0,0.06
X360,2008,Misc,Other,0.05,0,0,0,0.06
Other,2004,Shooter,Ubisoft,0.04,0.01,0,0,0.06
PS,1997,Shooter,Sony Computer Entertainment,0.03,0.02,0,0,0.06
PC,2016,Sports,Other,0.01,0.04,0,0,0.06
X360,2011,Action,Other,0,0.04,0.01,0.01,0.06
Other,2016,Misc,Other,0.01,0,0.05,0,0.06
PS,1995,Fighting,Other,0.03,0.02,0,0,0.06
DS,2007,Role-Playing,Other,0.05,0,0,0,0.06
GBA,2004,Sports,Activision,0.04,0.01,0,0,0.06
Other,1997,Platform,Other,0,0,0.06,0,0.06
XB,2003,Racing,Other,0.04,0.01,0,0,0.06
PS2,2002,Racing,Other,0.03,0.02,0,0.01,0.06
Other,2011,Sports,Namco Bandai Games,0,0,0.06,0,0.06
PS,1996,Racing,Other,0.03,0.02,0,0,0.06
PC,2009,Platform,Electronic Arts,0,0.05,0,0.01,0.06
PC,2006,Role-Playing,THQ,0.01,0.04,0,0.01,0.06
Other,2004,Strategy,Sega,0.04,0.01,0,0,0.06
DS,2008,Platform,Other,0.05,0,0,0,0.06
XB,2002,Shooter,Other,0.04,0.01,0,0,0.06
Other,2000,Sports,Konami Digital Entertainment,0,0,0.06,0,0.06
PS2,2004,Action,Other,0.03,0.02,0,0.01,0.06
DS,2007,Role-Playing,Other,0.05,0,0,0,0.06
PSP,2010,Role-Playing,Other,0,0,0.06,0,0.06
Other,2015,Misc,Other,0,0,0.06,0,0.06
DS,2006,Shooter,Other,0.05,0,0,0,0.06
PC,2011,Simulation,Other,0,0.05,0,0.01,0.06
PS2,2005,Racing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.06
PC,2006,Role-Playing,Other,0,0.05,0,0.01,0.06
Wii,2009,Puzzle,Other,0.05,0,0,0,0.05
PSP,2013,Adventure,Other,0,0,0.05,0,0.05
Other,1998,Strategy,Sega,0,0,0.05,0,0.05
DS,2009,Strategy,Other,0.05,0,0,0,0.05
Other,2016,Action,Other,0.03,0.02,0,0,0.05
DS,2010,Misc,Other,0.05,0,0,0,0.05
GBA,2002,Strategy,Ubisoft,0.04,0.01,0,0,0.05
GBA,2002,Role-Playing,Other,0.04,0.01,0,0,0.05
Wii,2007,Misc,Other,0.05,0,0,0,0.05
PS2,2006,Action,Other,0.03,0.02,0,0.01,0.05
XB,2003,Racing,Other,0.04,0.01,0,0,0.05
GBA,2005,Strategy,Other,0.04,0.01,0,0,0.05
PC,2010,Racing,Other,0,0.05,0,0.01,0.05
XB,2003,Action,Other,0.04,0.01,0,0,0.05
DS,2010,Misc,Namco Bandai Games,0,0,0.05,0,0.05
PC,1999,Action,Electronic Arts,0,0.05,0,0.01,0.05
PS2,2002,Puzzle,Other,0.03,0.02,0,0.01,0.05
PS,1997,Sports,Other,0.03,0.02,0,0,0.05
DS,2010,Misc,Other,0.05,0,0,0,0.05
DS,2010,Misc,Other,0.05,0,0,0,0.05
Wii,2010,Sports,Other,0.05,0,0,0,0.05
DS,N/A,Puzzle,Other,0,0.05,0,0.01,0.05
PS,1996,Sports,Other,0.03,0.02,0,0,0.05
PSP,2008,Action,Other,0,0,0.05,0,0.05
Other,2003,Role-Playing,Sega,0.04,0.01,0,0,0.05
Wii,2009,Action,Other,0.05,0,0,0,0.05
PSP,2011,Sports,Take-Two Interactive,0.05,0,0,0.01,0.05
DS,2008,Strategy,Other,0,0,0.05,0,0.05
PS2,2002,Role-Playing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.05
Other,2001,Sports,Other,0.04,0.01,0,0,0.05
DS,2006,Action,Konami Digital Entertainment,0.05,0,0,0,0.05
Other,2015,Adventure,Other,0,0,0.05,0,0.05
PC,2016,Strategy,Other,0,0.05,0,0,0.05
GBA,2003,Simulation,Other,0.04,0.01,0,0,0.05
DS,2008,Misc,Other,0.05,0,0,0,0.05
PS2,2006,Action,Other,0.03,0.02,0,0.01,0.05
PC,2009,Adventure,Other,0,0.04,0,0.01,0.05
Wii,N/A,Action,Sega,0.05,0,0,0,0.05
XB,2002,Sports,Sega,0.04,0.01,0,0,0.05
PS3,2014,Shooter,Other,0.01,0.04,0,0.01,0.05
PS2,2010,Adventure,Other,0,0,0.05,0,0.05
Wii,2009,Strategy,Other,0.05,0,0,0,0.05
Other,2002,Action,Other,0.04,0.01,0,0,0.05
DS,2008,Adventure,Other,0.04,0.01,0,0,0.05
Other,2016,Action,Activision,0.04,0,0,0.01,0.05
PSP,2010,Action,Other,0,0,0.05,0,0.05
PSP,2009,Simulation,Other,0.05,0,0,0,0.05
XB,2004,Racing,Other,0.04,0.01,0,0,0.05
XB,2003,Shooter,Other,0.04,0.01,0,0,0.05
